,slice_file_name,fold,classID
117,section_00_source_train_normal_0118_pro_A_vel_12_loc_A.wav,9,0
118,section_00_source_train_normal_0119_pro_A_vel_12_loc_A.wav,10,0
119,section_00_source_train_normal_0120_pro_A_vel_12_loc_A.wav,10,0
120,section_00_source_train_normal_0121_pro_A_vel_12_loc_A.wav,3,0
121,section_00_source_train_normal_0122_pro_A_vel_12_loc_A.wav,6,0
122,section_00_source_train_normal_0123_pro_A_vel_12_loc_A.wav,9,0
123,section_00_source_train_normal_0124_pro_A_vel_4_loc_B.wav,3,0
124,section_00_source_train_normal_0125_pro_A_vel_4_loc_B.wav,8,0
125,section_00_source_train_normal_0126_pro_A_vel_4_loc_B.wav,8,0
126,section_00_source_train_normal_0127_pro_A_vel_4_loc_B.wav,4,0
127,section_00_source_train_normal_0128_pro_A_vel_4_loc_B.wav,9,0
128,section_00_source_train_normal_0129_pro_A_vel_4_loc_B.wav,4,0
129,section_00_source_train_normal_0130_pro_A_vel_4_loc_B.wav,10,0
130,section_00_source_train_normal_0131_pro_A_vel_4_loc_B.wav,8,0
131,section_00_source_train_normal_0132_pro_A_vel_4_loc_B.wav,8,0
132,section_00_source_train_normal_0133_pro_A_vel_4_loc_B.wav,7,0
133,section_00_source_train_normal_0134_pro_A_vel_4_loc_B.wav,3,0
134,section_00_source_train_normal_0135_pro_A_vel_4_loc_B.wav,8,0
135,section_00_source_train_normal_0136_pro_A_vel_4_loc_B.wav,4,0
136,section_00_source_train_normal_0137_pro_A_vel_4_loc_B.wav,6,0
137,section_00_source_train_normal_0138_pro_A_vel_4_loc_B.wav,7,0
138,section_00_source_train_normal_0139_pro_A_vel_4_loc_B.wav,4,0
139,section_00_source_train_normal_0140_pro_A_vel_4_loc_B.wav,1,0
140,section_00_source_train_normal_0141_pro_A_vel_4_loc_B.wav,3,0
141,section_00_source_train_normal_0142_pro_A_vel_4_loc_B.wav,7,0
142,section_00_source_train_normal_0143_pro_A_vel_4_loc_B.wav,5,0
143,section_00_source_train_normal_0144_pro_A_vel_4_loc_B.wav,3,0
144,section_00_source_train_normal_0145_pro_A_vel_4_loc_B.wav,4,0
145,section_00_source_train_normal_0146_pro_A_vel_4_loc_B.wav,2,0
146,section_00_source_train_normal_0147_pro_A_vel_4_loc_B.wav,8,0
147,section_00_source_train_normal_0148_pro_A_vel_4_loc_B.wav,5,0
148,section_00_source_train_normal_0149_pro_A_vel_4_loc_B.wav,6,0
149,section_00_source_train_normal_0150_pro_A_vel_4_loc_B.wav,3,0
150,section_00_source_train_normal_0151_pro_A_vel_4_loc_B.wav,10,0
151,section_00_source_train_normal_0152_pro_A_vel_4_loc_B.wav,2,0
152,section_00_source_train_normal_0153_pro_A_vel_4_loc_B.wav,7,0
153,section_00_source_train_normal_0154_pro_A_vel_4_loc_B.wav,1,0
154,section_00_source_train_normal_0155_pro_A_vel_4_loc_B.wav,5,0
155,section_00_source_train_normal_0156_pro_A_vel_4_loc_B.wav,10,0
156,section_00_source_train_normal_0157_pro_A_vel_4_loc_B.wav,7,0
157,section_00_source_train_normal_0158_pro_A_vel_4_loc_B.wav,6,0
158,section_00_source_train_normal_0159_pro_A_vel_4_loc_B.wav,2,0
159,section_00_source_train_normal_0160_pro_A_vel_4_loc_B.wav,8,0
160,section_00_source_train_normal_0161_pro_A_vel_4_loc_B.wav,1,0
161,section_00_source_train_normal_0162_pro_A_vel_4_loc_B.wav,7,0
162,section_00_source_train_normal_0163_pro_A_vel_4_loc_B.wav,3,0
163,section_00_source_train_normal_0164_pro_A_vel_4_loc_B.wav,7,0
164,section_00_source_train_normal_0165_pro_A_vel_4_loc_B.wav,1,0
165,section_00_source_train_normal_0166_pro_A_vel_4_loc_B.wav,3,0
166,section_00_source_train_normal_0167_pro_A_vel_4_loc_B.wav,10,0
167,section_00_source_train_normal_0168_pro_A_vel_4_loc_B.wav,7,0
168,section_00_source_train_normal_0169_pro_A_vel_4_loc_B.wav,8,0
169,section_00_source_train_normal_0170_pro_A_vel_4_loc_B.wav,2,0
170,section_00_source_train_normal_0171_pro_A_vel_4_loc_B.wav,2,0
171,section_00_source_train_normal_0172_pro_A_vel_4_loc_B.wav,8,0
172,section_00_source_train_normal_0173_pro_A_vel_4_loc_B.wav,1,0
173,section_00_source_train_normal_0174_pro_A_vel_4_loc_B.wav,6,0
174,section_00_source_train_normal_0175_pro_A_vel_4_loc_B.wav,4,0
175,section_00_source_train_normal_0176_pro_A_vel_4_loc_B.wav,8,0
176,section_00_source_train_normal_0177_pro_A_vel_4_loc_B.wav,4,0
177,section_00_source_train_normal_0178_pro_A_vel_4_loc_B.wav,2,0
178,section_00_source_train_normal_0179_pro_A_vel_4_loc_B.wav,7,0
179,section_00_source_train_normal_0180_pro_A_vel_4_loc_B.wav,6,0
180,section_00_source_train_normal_0181_pro_A_vel_4_loc_B.wav,6,0
181,section_00_source_train_normal_0182_pro_A_vel_4_loc_B.wav,4,0
182,section_00_source_train_normal_0183_pro_A_vel_4_loc_B.wav,10,0
183,section_00_source_train_normal_0184_pro_A_vel_4_loc_B.wav,4,0
184,section_00_source_train_normal_0185_pro_A_vel_4_loc_B.wav,7,0
185,section_00_source_train_normal_0186_pro_A_vel_12_loc_B.wav,3,0
186,section_00_source_train_normal_0187_pro_A_vel_12_loc_B.wav,10,0
187,section_00_source_train_normal_0188_pro_A_vel_12_loc_B.wav,9,0
188,section_00_source_train_normal_0189_pro_A_vel_12_loc_B.wav,2,0
189,section_00_source_train_normal_0190_pro_A_vel_12_loc_B.wav,1,0
190,section_00_source_train_normal_0191_pro_A_vel_12_loc_B.wav,2,0
191,section_00_source_train_normal_0192_pro_A_vel_12_loc_B.wav,8,0
192,section_00_source_train_normal_0193_pro_A_vel_12_loc_B.wav,3,0
193,section_00_source_train_normal_0194_pro_A_vel_12_loc_B.wav,2,0
194,section_00_source_train_normal_0195_pro_A_vel_12_loc_B.wav,4,0
195,section_00_source_train_normal_0196_pro_A_vel_12_loc_B.wav,2,0
196,section_00_source_train_normal_0197_pro_A_vel_12_loc_B.wav,6,0
197,section_00_source_train_normal_0198_pro_A_vel_12_loc_B.wav,1,0
198,section_00_source_train_normal_0199_pro_A_vel_12_loc_B.wav,5,0
199,section_00_source_train_normal_0200_pro_A_vel_12_loc_B.wav,6,0
200,section_00_source_train_normal_0201_pro_A_vel_12_loc_B.wav,8,0
201,section_00_source_train_normal_0202_pro_A_vel_12_loc_B.wav,7,0
202,section_00_source_train_normal_0203_pro_A_vel_12_loc_B.wav,5,0
203,section_00_source_train_normal_0204_pro_A_vel_12_loc_B.wav,7,0
204,section_00_source_train_normal_0205_pro_A_vel_12_loc_B.wav,5,0
205,section_00_source_train_normal_0206_pro_A_vel_12_loc_B.wav,1,0
206,section_00_source_train_normal_0207_pro_A_vel_12_loc_B.wav,3,0
207,section_00_source_train_normal_0208_pro_A_vel_12_loc_B.wav,4,0
208,section_00_source_train_normal_0209_pro_A_vel_12_loc_B.wav,7,0
209,section_00_source_train_normal_0210_pro_A_vel_12_loc_B.wav,5,0
210,section_00_source_train_normal_0211_pro_A_vel_12_loc_B.wav,5,0
211,section_00_source_train_normal_0212_pro_A_vel_12_loc_B.wav,5,0
212,section_00_source_train_normal_0213_pro_A_vel_12_loc_B.wav,10,0
213,section_00_source_train_normal_0214_pro_A_vel_12_loc_B.wav,3,0
214,section_00_source_train_normal_0215_pro_A_vel_12_loc_B.wav,7,0
215,section_00_source_train_normal_0216_pro_A_vel_12_loc_B.wav,1,0
216,section_00_source_train_normal_0217_pro_A_vel_12_loc_B.wav,6,0
217,section_00_source_train_normal_0218_pro_A_vel_12_loc_B.wav,1,0
218,section_00_source_train_normal_0219_pro_A_vel_12_loc_B.wav,1,0
219,section_00_source_train_normal_0220_pro_A_vel_12_loc_B.wav,10,0
220,section_00_source_train_normal_0221_pro_A_vel_12_loc_B.wav,5,0
221,section_00_source_train_normal_0222_pro_A_vel_12_loc_B.wav,4,0
222,section_00_source_train_normal_0223_pro_A_vel_12_loc_B.wav,3,0
223,section_00_source_train_normal_0224_pro_A_vel_12_loc_B.wav,8,0
224,section_00_source_train_normal_0225_pro_A_vel_12_loc_B.wav,5,0
225,section_00_source_train_normal_0226_pro_A_vel_12_loc_B.wav,6,0
226,section_00_source_train_normal_0227_pro_A_vel_12_loc_B.wav,3,0
227,section_00_source_train_normal_0228_pro_A_vel_12_loc_B.wav,2,0
228,section_00_source_train_normal_0229_pro_A_vel_12_loc_B.wav,3,0
229,section_00_source_train_normal_0230_pro_A_vel_12_loc_B.wav,5,0
230,section_00_source_train_normal_0231_pro_A_vel_12_loc_B.wav,5,0
231,section_00_source_train_normal_0232_pro_A_vel_12_loc_B.wav,8,0
232,section_00_source_train_normal_0233_pro_A_vel_12_loc_B.wav,7,0
233,section_00_source_train_normal_0234_pro_A_vel_12_loc_B.wav,3,0
234,section_00_source_train_normal_0235_pro_A_vel_12_loc_B.wav,8,0
235,section_00_source_train_normal_0236_pro_A_vel_12_loc_B.wav,4,0
236,section_00_source_train_normal_0237_pro_A_vel_12_loc_B.wav,7,0
237,section_00_source_train_normal_0238_pro_A_vel_12_loc_B.wav,5,0
238,section_00_source_train_normal_0239_pro_A_vel_12_loc_B.wav,8,0
239,section_00_source_train_normal_0240_pro_A_vel_12_loc_B.wav,6,0
240,section_00_source_train_normal_0241_pro_A_vel_12_loc_B.wav,4,0
241,section_00_source_train_normal_0242_pro_A_vel_12_loc_B.wav,10,0
242,section_00_source_train_normal_0243_pro_A_vel_12_loc_B.wav,1,0
243,section_00_source_train_normal_0244_pro_A_vel_12_loc_B.wav,1,0
244,section_00_source_train_normal_0245_pro_A_vel_12_loc_B.wav,8,0
245,section_00_source_train_normal_0246_pro_A_vel_12_loc_B.wav,7,0
246,section_00_source_train_normal_0247_pro_A_vel_12_loc_B.wav,1,0
247,section_00_source_train_normal_0248_pro_A_vel_4_loc_C.wav,2,0
248,section_00_source_train_normal_0249_pro_A_vel_4_loc_C.wav,10,0
249,section_00_source_train_normal_0250_pro_A_vel_4_loc_C.wav,2,0
250,section_00_source_train_normal_0251_pro_A_vel_4_loc_C.wav,5,0
251,section_00_source_train_normal_0252_pro_A_vel_4_loc_C.wav,9,0
252,section_00_source_train_normal_0253_pro_A_vel_4_loc_C.wav,8,0
253,section_00_source_train_normal_0254_pro_A_vel_4_loc_C.wav,2,0
254,section_00_source_train_normal_0255_pro_A_vel_4_loc_C.wav,8,0
255,section_00_source_train_normal_0256_pro_A_vel_4_loc_C.wav,7,0
256,section_00_source_train_normal_0257_pro_A_vel_4_loc_C.wav,10,0
257,section_00_source_train_normal_0258_pro_A_vel_4_loc_C.wav,4,0
258,section_00_source_train_normal_0259_pro_A_vel_4_loc_C.wav,10,0
259,section_00_source_train_normal_0260_pro_A_vel_4_loc_C.wav,9,0
260,section_00_source_train_normal_0261_pro_A_vel_4_loc_C.wav,8,0
261,section_00_source_train_normal_0262_pro_A_vel_4_loc_C.wav,9,0
262,section_00_source_train_normal_0263_pro_A_vel_4_loc_C.wav,5,0
263,section_00_source_train_normal_0264_pro_A_vel_4_loc_C.wav,10,0
264,section_00_source_train_normal_0265_pro_A_vel_4_loc_C.wav,3,0
265,section_00_source_train_normal_0266_pro_A_vel_4_loc_C.wav,4,0
266,section_00_source_train_normal_0267_pro_A_vel_4_loc_C.wav,6,0
267,section_00_source_train_normal_0268_pro_A_vel_4_loc_C.wav,2,0
268,section_00_source_train_normal_0269_pro_A_vel_4_loc_C.wav,4,0
269,section_00_source_train_normal_0270_pro_A_vel_4_loc_C.wav,9,0
270,section_00_source_train_normal_0271_pro_A_vel_4_loc_C.wav,9,0
271,section_00_source_train_normal_0272_pro_A_vel_4_loc_C.wav,8,0
272,section_00_source_train_normal_0273_pro_A_vel_4_loc_C.wav,2,0
273,section_00_source_train_normal_0274_pro_A_vel_4_loc_C.wav,9,0
274,section_00_source_train_normal_0275_pro_A_vel_4_loc_C.wav,2,0
275,section_00_source_train_normal_0276_pro_A_vel_4_loc_C.wav,2,0
276,section_00_source_train_normal_0277_pro_A_vel_4_loc_C.wav,6,0
277,section_00_source_train_normal_0278_pro_A_vel_4_loc_C.wav,9,0
278,section_00_source_train_normal_0279_pro_A_vel_4_loc_C.wav,9,0
279,section_00_source_train_normal_0280_pro_A_vel_4_loc_C.wav,9,0
280,section_00_source_train_normal_0281_pro_A_vel_4_loc_C.wav,9,0
281,section_00_source_train_normal_0282_pro_A_vel_4_loc_C.wav,6,0
282,section_00_source_train_normal_0283_pro_A_vel_4_loc_C.wav,7,0
283,section_00_source_train_normal_0284_pro_A_vel_4_loc_C.wav,6,0
284,section_00_source_train_normal_0285_pro_A_vel_4_loc_C.wav,10,0
285,section_00_source_train_normal_0286_pro_A_vel_4_loc_C.wav,4,0
286,section_00_source_train_normal_0287_pro_A_vel_4_loc_C.wav,8,0
287,section_00_source_train_normal_0288_pro_A_vel_4_loc_C.wav,4,0
288,section_00_source_train_normal_0289_pro_A_vel_4_loc_C.wav,1,0
289,section_00_source_train_normal_0290_pro_A_vel_4_loc_C.wav,2,0
290,section_00_source_train_normal_0291_pro_A_vel_4_loc_C.wav,4,0
291,section_00_source_train_normal_0292_pro_A_vel_4_loc_C.wav,2,0
292,section_00_source_train_normal_0293_pro_A_vel_4_loc_C.wav,7,0
293,section_00_source_train_normal_0294_pro_A_vel_4_loc_C.wav,1,0
294,section_00_source_train_normal_0295_pro_A_vel_4_loc_C.wav,3,0
295,section_00_source_train_normal_0296_pro_A_vel_4_loc_C.wav,1,0
296,section_00_source_train_normal_0297_pro_A_vel_4_loc_C.wav,7,0
297,section_00_source_train_normal_0298_pro_A_vel_4_loc_C.wav,8,0
298,section_00_source_train_normal_0299_pro_A_vel_4_loc_C.wav,10,0
299,section_00_source_train_normal_0300_pro_A_vel_4_loc_C.wav,2,0
300,section_00_source_train_normal_0301_pro_A_vel_4_loc_C.wav,4,0
301,section_00_source_train_normal_0302_pro_A_vel_4_loc_C.wav,9,0
302,section_00_source_train_normal_0303_pro_A_vel_4_loc_C.wav,2,0
303,section_00_source_train_normal_0304_pro_A_vel_4_loc_C.wav,4,0
304,section_00_source_train_normal_0305_pro_A_vel_4_loc_C.wav,7,0
305,section_00_source_train_normal_0306_pro_A_vel_4_loc_C.wav,3,0
306,section_00_source_train_normal_0307_pro_A_vel_4_loc_C.wav,2,0
307,section_00_source_train_normal_0308_pro_A_vel_4_loc_C.wav,8,0
308,section_00_source_train_normal_0309_pro_A_vel_4_loc_C.wav,6,0
309,section_00_source_train_normal_0310_pro_A_vel_12_loc_C.wav,10,0
310,section_00_source_train_normal_0311_pro_A_vel_12_loc_C.wav,10,0
311,section_00_source_train_normal_0312_pro_A_vel_12_loc_C.wav,3,0
312,section_00_source_train_normal_0313_pro_A_vel_12_loc_C.wav,5,0
313,section_00_source_train_normal_0314_pro_A_vel_12_loc_C.wav,10,0
314,section_00_source_train_normal_0315_pro_A_vel_12_loc_C.wav,5,0
315,section_00_source_train_normal_0316_pro_A_vel_12_loc_C.wav,5,0
316,section_00_source_train_normal_0317_pro_A_vel_12_loc_C.wav,1,0
317,section_00_source_train_normal_0318_pro_A_vel_12_loc_C.wav,10,0
318,section_00_source_train_normal_0319_pro_A_vel_12_loc_C.wav,10,0
319,section_00_source_train_normal_0320_pro_A_vel_12_loc_C.wav,8,0
320,section_00_source_train_normal_0321_pro_A_vel_12_loc_C.wav,3,0
321,section_00_source_train_normal_0322_pro_A_vel_12_loc_C.wav,3,0
322,section_00_source_train_normal_0323_pro_A_vel_12_loc_C.wav,4,0
323,section_00_source_train_normal_0324_pro_A_vel_12_loc_C.wav,3,0
324,section_00_source_train_normal_0325_pro_A_vel_12_loc_C.wav,9,0
325,section_00_source_train_normal_0326_pro_A_vel_12_loc_C.wav,6,0
326,section_00_source_train_normal_0327_pro_A_vel_12_loc_C.wav,2,0
327,section_00_source_train_normal_0328_pro_A_vel_12_loc_C.wav,10,0
328,section_00_source_train_normal_0329_pro_A_vel_12_loc_C.wav,7,0
329,section_00_source_train_normal_0330_pro_A_vel_12_loc_C.wav,8,0
330,section_00_source_train_normal_0331_pro_A_vel_12_loc_C.wav,4,0
331,section_00_source_train_normal_0332_pro_A_vel_12_loc_C.wav,5,0
332,section_00_source_train_normal_0333_pro_A_vel_12_loc_C.wav,6,0
333,section_00_source_train_normal_0334_pro_A_vel_12_loc_C.wav,2,0
334,section_00_source_train_normal_0335_pro_A_vel_12_loc_C.wav,2,0
335,section_00_source_train_normal_0336_pro_A_vel_12_loc_C.wav,1,0
336,section_00_source_train_normal_0337_pro_A_vel_12_loc_C.wav,2,0
337,section_00_source_train_normal_0338_pro_A_vel_12_loc_C.wav,5,0
338,section_00_source_train_normal_0339_pro_A_vel_12_loc_C.wav,8,0
339,section_00_source_train_normal_0340_pro_A_vel_12_loc_C.wav,1,0
340,section_00_source_train_normal_0341_pro_A_vel_12_loc_C.wav,7,0
341,section_00_source_train_normal_0342_pro_A_vel_12_loc_C.wav,4,0
342,section_00_source_train_normal_0343_pro_A_vel_12_loc_C.wav,9,0
343,section_00_source_train_normal_0344_pro_A_vel_12_loc_C.wav,1,0
344,section_00_source_train_normal_0345_pro_A_vel_12_loc_C.wav,10,0
345,section_00_source_train_normal_0346_pro_A_vel_12_loc_C.wav,8,0
346,section_00_source_train_normal_0347_pro_A_vel_12_loc_C.wav,2,0
347,section_00_source_train_normal_0348_pro_A_vel_12_loc_C.wav,7,0
348,section_00_source_train_normal_0349_pro_A_vel_12_loc_C.wav,1,0
349,section_00_source_train_normal_0350_pro_A_vel_12_loc_C.wav,9,0
350,section_00_source_train_normal_0351_pro_A_vel_12_loc_C.wav,3,0
351,section_00_source_train_normal_0352_pro_A_vel_12_loc_C.wav,3,0
352,section_00_source_train_normal_0353_pro_A_vel_12_loc_C.wav,2,0
353,section_00_source_train_normal_0354_pro_A_vel_12_loc_C.wav,6,0
354,section_00_source_train_normal_0355_pro_A_vel_12_loc_C.wav,6,0
355,section_00_source_train_normal_0356_pro_A_vel_12_loc_C.wav,1,0
356,section_00_source_train_normal_0357_pro_A_vel_12_loc_C.wav,10,0
357,section_00_source_train_normal_0358_pro_A_vel_12_loc_C.wav,4,0
358,section_00_source_train_normal_0359_pro_A_vel_12_loc_C.wav,8,0
359,section_00_source_train_normal_0360_pro_A_vel_12_loc_C.wav,2,0
360,section_00_source_train_normal_0361_pro_A_vel_12_loc_C.wav,10,0
361,section_00_source_train_normal_0362_pro_A_vel_12_loc_C.wav,3,0
362,section_00_source_train_normal_0363_pro_A_vel_12_loc_C.wav,8,0
363,section_00_source_train_normal_0364_pro_A_vel_12_loc_C.wav,2,0
364,section_00_source_train_normal_0365_pro_A_vel_12_loc_C.wav,6,0
365,section_00_source_train_normal_0366_pro_A_vel_12_loc_C.wav,4,0
366,section_00_source_train_normal_0367_pro_A_vel_12_loc_C.wav,8,0
